ladder,arm,seed,offset,root,window,task,eps,group,count,fraction,free_rms,full_w_rms,free_growth_ratio,full_w_growth_ratio,median_unit_free_growth_ratio,unit_shrink_fraction,v_rms,root_distance_rms,sigma_rms
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.1,mean_near_root_FINAL_SELECTED,8,0.08,0.9169075592518074,1.0290855686955367,1.8572171211638935,0.8555309064122277,0.0288762046160018,0.875,0.17113165345534873,0.03350260067314238,0.4584537796259037
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.1,mean_far_root_FINAL_SELECTED,92,0.92,2.526133699939965,2.939162286227912,3.418725475162346,2.0149417850379963,3.4291902106519117,0.0,0.5323701693912885,2.771666247531006,1.2630668499699824
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.1,all_inputs_near_root_FINAL_SELECTED,7,0.07,0.019586147151371996,0.3398523240013128,0.044777281456817704,0.2808966205705705,0.02785660884856138,1.0,0.004100027574028009,0.020189545536184923,0.009793073575685998
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.2,ALL,100,1.0,2.4368218872440464,2.834131669103876,3.3733999845097618,1.9682955352756983,3.36464067410076,0.07,0.5129205015421409,2.6585057605027957,1.2184109436220232
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.2,mean_near_root_FINAL_SELECTED,9,0.09,1.1158121961208696,1.2950002148440038,2.193398690111902,1.0513098586912886,0.029895800383442223,0.7777777777777778,0.17298467367921055,0.0624113700595471,0.5579060980604348
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.2,mean_far_root_FINAL_SELECTED,91,0.91,2.530266804552512,2.9429315611032787,3.4185855457439676,2.017281720221666,3.4213082487183026,0.0,0.5349276505899068,2.786802159730677,1.265133402276256
A,LRoffm0p5_1216,0,-0.5,0.5,final,500,0.2,all_inputs_near_root_FINAL_SELECTED,7,0.07,0.019586147151371996,0.3398523240013128,0.044777281456817704,0.2808966205705705,0.02785660884856138,1.0,0.004100027574028009,0.020189545536184923,0.009793073575685998
A,LRoffm0p5_1216,1,-0.5,0.5,final,500,0.05,ALL,100,1.0,2.5076985694440115,2.886891851129192,3.5183243093579355,2.032564111549995,3.6110156833115683,0.13,0.5347845131256247,2.731725766022212,1.2538492847220057
A,LRoffm0p5_1216,1,-0.5,0.5,final,500,0.05,mean_near_root_FINAL_SELECTED,14,0.14,0.6815327966506219,0.8249990233405745,1.1713888155848777,0.6189867299426828,0.03764947141725783,0.9285714285714286,0.13962169816664707,0.015541407315490521,0.34076639832531097
A,LRoffm0p5_1216,1,-0.5,0.5,final,500,0.05,mean_far_root_FINAL_SELECTED,86,0.86,2.6901032965781377,3.095168268657999,3.67573137010505,2.15832712694985,3.806700771900456,0.0,0.5739148353431285,2.9456889757118043,1.3450516482890689
A,LRoffm0p5_1216,1,-0.5,0.5,final,500,0.05,all_inputs_near_root_FINAL_SELECTED,11,0.11,0.02251633332770633,0.3553012832583998,0.038862409341500606,0.26837841971461185,0.031326775024138755,1.0,0.005763196971137414,0.012894319711911106,0.011258166663853165
A,LRoffm0p5_1216,1,-0.5,0.5,final,500,0.1,ALL,100,1.0,2.5076985694440115,2.886891851129192,3.5183243093579355,2.032564111549995,3.6110156833115683,0.13,0.5347845131256247,2.731725766022212,1.2538492847220057
A,LRoffm0p5_1216,1,-0.5,0.5,final,500,0.1,mean_near_root_FINAL_SELECTED,14,0.14,0.6815327966506219,0.8249990233405745,1.1713888155848777,0.6189867299426828,0.03764947141725783,0.9285714285714286,0.13962169816664707,0.015541407315490521,0.34076639832531097
